sku,name,barcode_type,barcode_name,barcode_value,brand,description,primary_unit,dimension_unit,width,length,height,weight_unit,weight,inventory_method,unit_cost,retail_price,reorder_threshold,track_by_lot,track_by_exp_date,track_by_handling_unit,skip_inventory_check,shipment_type,inventory_planning,minimum_stock_level,minimum_stock_level_unit,tariff_code,country_code,customs_value,customs_description,is_haz_mat,proper_shipping_name,hazard_class,un_id,packing_group,transport_mode,limited_quantity,contains_lithium,lithium_ion_content_grams,battery_status,battery_count
900-00408,"FINISHED GOOD, REFILL, OSCILLATING BRUSH HEAD, WHITE",UPC,UPC,810033471162,"Quip, NYC Inc","FINISHED GOOD, REFILL, OSCILLATING BRUSH HEAD, WHITE",Each,inches,2.52,0.6,1.1,lbs,0.20,FEFO,0.71,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$0.99,Plastic toothbrush head,FALSE,,,,,,,,,,
900-00411,"FINISHED GOOD, OSCILLATING BRUSH CRADLE, WHITE",UPC,UPC,810033472305,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH CRADLE, WHITE",Each,inches,1.25,1.75,1,lbs,0.20,FEFO,1.87,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.90.5500,CN,$0.54,Plastic cradle,FALSE,,,,,,,,,,
900-00412,"FINISHED GOOD, OSCILLATING BRUSH CRADLE, BLACK",UPC,UPC,810033472312,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH CRADLE, BLACK",Each,inches,1.25,1.75,1,lbs,0.20,FEFO,0.99,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.90.5500,CN,$0.54,Plastic cradle,FALSE,,,,,,,,,,
900-00413,"FINISHED GOOD, OSCILLATING BRUSH BASE, WHITE",UPC,UPC,810033472329,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH BASE, WHITE",Each,inches,1,1,1,lbs,0.27,FEFO,#N/A,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.90.5500,CN,$1.13,Plastic cradle,FALSE,,,,,,,,,,
900-00414,"FINISHED GOOD, OSCILLATING BRUSH BASE, BLACK",UPC,UPC,810033472336,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH BASE, BLACK",Each,inches,1,1,1,lbs,0.271,FEFO,1.46,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.90.5500,CN,$1.13,Plastic cradle,FALSE,,,,,,,,,,
900-00415,"FINISHED GOOD, OSCILLATING BRUSH CHARGER, WHITE",UPC,UPC,810033472343,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH CHARGER, WHITE",Each,inches,1.25,2.5,1,lbs,0.20,FEFO,7.4,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8504.40.9510,CN,$1.82,Charging Cable,FALSE,,,,,,,,,,
900-00416,"FINISHED GOOD, OSCILLATING BRUSH CHARGER, BLACK",UPC,UPC,810033472350,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH CHARGER, BLACK",Each,inches,1.25,1,2.5,lbs,0.20,FEFO,7.75,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8504.40.9510,CN,$1.82,Charging Cable,FALSE,,,,,,,,,,
900-00417,"FINISHED GOOD, OSCILLATING BRUSH MIRROR MOUNT, WHITE",UPC,UPC,810033472282,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH MIRROR MOUNT, WHITE",Each,inches,1,1,2,lbs,0.20,FEFO,1.56,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.90.5500,CN,$1.41,Plastic with magnets,FALSE,,,,,,,,,,
900-00418,"FINISHED GOOD, OSCILLATING BRUSH MIRROR MOUNT, BLACK",UPC,UPC,810033472299,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH MIRROR MOUNT, BLACK",Each,inches,1,1,2,lbs,0.20,FEFO,#N/A,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.90.5500,CN,$1.41,Plastic with magnets,FALSE,,,,,,,,,,
900-00419,"FINISHED GOOD, OSCILLATING BRUSH TRAVEL CASE",UPC,UPC,810033472367,"Quip, NYC Inc","FINISHED GOOD, OSCILLATING BRUSH TRAVEL CASE",Each,inches,3.7,9.6,2.2,lbs,0.20,FEFO,7.79,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$0.80,Plastic Case,FALSE,,,,,,,,,,
900-00420,"FINISHED GOOD, TOOTHBRUSH, METAL, PLUM",UPC,UPC,810033471537,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, PLUM",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,4.91,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.90,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00421,"FINISHED GOOD, TOOTHBRUSH, METAL, FADED BLUE",UPC,UPC,810033471544,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, FADED BLUE",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,9.1,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.90,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00422,"FINISHED GOOD, TOOTHBRUSH, METAL, CHAMPAGNE SV",UPC,UPC,810033471551,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, CHAMPAGNE SV",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,9.1,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.90,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00423,"FINISHED GOOD, TOOTHBRUSH, METAL, PEACH GD",UPC,UPC,810033471568,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, METAL, PEACH GD",Each,inches,2.4,8.4,2.2,lbs,0.20,FEFO,8.54,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$4.90,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00424,"FINISHED GOOD, FLATS, BRUSH HEAD REFILL, ALL WHITE W/ GREEN STRIPE",UPC,UPC,810033471575,"Quip, NYC Inc","FINISHED GOOD, FLATS, BRUSH HEAD REFILL, ALL WHITE W/ GREEN STRIPE",Each,inches,3.7,0.5,0.5,lbs,0.20,FEFO,3.09,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$0.57,"Plastic toothbrush head, non-electric",FALSE,,,,,,,,,,
900-00425,"FINISHED GOOD, FLATS, BRUSH HEAD REFILL, KIDS, ALL WHITE W/ GREEN STRIPE",UPC,UPC,810033471858,"Quip, NYC Inc","FINISHED GOOD, FLATS, BRUSH HEAD REFILL, KIDS, ALL WHITE W/ GREEN STRIPE",Each,inches,3.7,0.5,0.5,lbs,0.20,FEFO,2.73,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,CN,$0.6600,Brush head,FALSE,,,,,,,,,,
900-00439,"FINISHED GOOD, SONIC ULTRA, BASE, BLACK",UPC,UPC,810033471698,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, BASE, BLACK",Each,inches,1,1,1,lbs,0.20,FEFO,6.15,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$4.331,Plastic cradle,FALSE,,,,,,,,,,
900-00440,"FINISHED GOOD, SONIC ULTRA, BASE, WHITE",UPC,UPC,810033471704,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, BASE, WHITE",Each,inches,1,1,1,lbs,0.20,FEFO,6.15,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$4.331,Plastic cradle,FALSE,,,,,,,,,,
900-00443,"FINISHED GOOD, SONIC ULTRA, CHARGING CABLE, BLACK",UPC,UPC,810033471735,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, CHARGING CABLE, BLACK",Each,inches,1.25,2.5,1,lbs,0.20,FEFO,5.54,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8544.42.9090,CN,$1.983,Charging cable,FALSE,,,,,,,,,,
900-00444,"FINISHED GOOD, SONIC ULTRA, CHARGING CABLE, WHITE",UPC,UPC,810033471742,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, CHARGING CABLE, WHITE",Each,inches,1.25,1,2.5,lbs,0.20,FEFO,6.52,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8544.42.9090,CN,$1.983,Charging cable,FALSE,,,,,,,,,,
900-00445,"FINISHED GOOD, SONIC ULTRA, MIRROR MOUNT, BLACK",UPC,UPC,810033471759,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, MIRROR MOUNT, BLACK",Each,inches,1,1,2,lbs,0.20,FEFO,6.11,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$4.512,Plastic with magnets,FALSE,,,,,,,,,,
900-00446,"FINISHED GOOD, SONIC ULTRA, MIRROR MOUNT, WHITE",UPC,UPC,810033471766,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, MIRROR MOUNT, WHITE",Each,inches,1,1,2,lbs,0.20,FEFO,#N/A,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$4.512,Plastic with magnets,FALSE,,,,,,,,,,
900-00447,"FINISHED GOOD, SONIC ULTRA, STAND, BLACK",UPC,UPC,810033471773,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, STAND, BLACK",Each,inches,1.25,1.75,1,lbs,0.20,FEFO,6.73,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$4.003,Plastic cradle,FALSE,,,,,,,,,,
900-00448,"FINISHED GOOD, SONIC ULTRA, STAND, WHITE",UPC,UPC,810033471780,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, STAND, WHITE",Each,inches,1.25,1.75,1,lbs,0.20,FEFO,6.05,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$4.003,Plastic cradle,FALSE,,,,,,,,,,
900-00449,"FINISHED GOOD, SONIC ULTRA, TRAVEL CASE, BLACK",UPC,UPC,810033471797,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, TRAVEL CASE, BLACK",Each,inches,3.7,9.6,2.2,lbs,0.20,FEFO,13.65,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$4.409,Plastic Case,FALSE,,,,,,,,,,
900-00450,"FINISHED GOOD, SONIC ULTRA, TRAVEL CASE, WHITE",UPC,UPC,810033471803,"Quip, NYC Inc","FINISHED GOOD, SONIC ULTRA, TRAVEL CASE, WHITE",Each,inches,3.7,9.6,2.2,lbs,0.20,FEFO,6.13,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3926.90.9989,CN,$4.409,Plastic Case,FALSE,,,,,,,,,,
900-00451,"FINISHED GOOD, TOOTHBRUSH, KIDS, PL, PINK",UPC,UPC,810033471810,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, KIDS, PL, PINK",Each,inches,1.25,1.25,8.5,lbs,0.2,FEFO,6.05,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$3.82,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00452,"FINISHED GOOD, TOOTHBRUSH, KIDS, PL, YELLOW",UPC,UPC,810033471827,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, KIDS, PL, YELLOW",Each,inches,1.25,1.25,8.5,lbs,0.2,FEFO,6.05,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$3.82,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00453,"FINISHED GOOD, TOOTHBRUSH, KIDS, PL, BLUE",UPC,UPC,810033471834,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, KIDS, PL, BLUE",Each,inches,1.25,1.25,8.5,lbs,0.2,FEFO,6.05,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$3.82,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
900-00454,"FINISHED GOOD, TOOTHBRUSH, KIDS, PL, GREEN",UPC,UPC,810033471841,"Quip, NYC Inc","FINISHED GOOD, TOOTHBRUSH, KIDS, PL, GREEN",Each,inches,1.25,1.25,8.5,lbs,0.2,FEFO,6.05,20,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$3.82,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
920-00058,"CONSUMER GOOD, FLATS ASSY, 1X BH",Other,barcode,92000058,"Quip, NYC Inc","CONSUMER GOOD, FLATS ASSY, 1X BH",Each,inches,5.625,0.75,10.5,lbs,0.20,FEFO,1.21,7,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$1.47,"Kitted domestically, comprised of imported and domestic products",FALSE,,,,,,,,,,
920-00059,"CONSUMER GOOD, FLATS ASSY, 2X BH",Other,barcode,92000059,"Quip, NYC Inc","CONSUMER GOOD, FLATS ASSY, 2X BH",Each,inches,5.625,0.75,10.5,lbs,0.22,FEFO,11.97,14,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$2.11,"Kitted domestically, comprised of imported and domestic products",FALSE,,,,,,,,,,
920-00060,"CONSUMER GOOD, FLATS ASSY, 3X BH",Other,barcode,92000060,"Quip, NYC Inc","CONSUMER GOOD, FLATS ASSY, 3X BH",Each,inches,5.625,0.75,10.5,lbs,0.266,FEFO,10.45,21,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$2.73,"Kitted domestically, comprised of imported and domestic products",FALSE,,,,,,,,,,
920-00061,"CONSUMER GOOD, FLATS ASSY, 1X BH, 1X FLOSS",Other,barcode,92000061,"Quip, NYC Inc","CONSUMER GOOD, FLATS ASSY, 1X BH, 1X FLOSS",Each,inches,5.625,0.75,10.5,lbs,0.286,FEFO,13.03,14,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$3.33,"Kitted domestically, comprised of imported and domestic products",FALSE,,,,,,,,,,
920-00069,"CONSUMER GOOD, FLATS ASSY, 1X FLOSS",Other,barcode,92000069,"Quip, NYC Inc","CONSUMER GOOD, FLATS ASSY, 1X FLOSS",Each,inches,5.625,0.75,10.5,lbs,0.216,FEFO,5.56,7,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,3306.20.0000,US,$2.7500,"Kitted domestically, comprised of imported and domestic products",FALSE,,,,,,,,,,
920-00078,"CONSUMER GOOD, TOOTHBRUSH, SMART-A, ALL BLACK",UPC,UPC,857576008196,"Quip, NYC Inc","CONSUMER GOOD, TOOTHBRUSH, SMART-A, ALL BLACK",Each,inches,9,3.7,1.8,lbs,0.4,FEFO,1.41,40,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$13.87,"Electric toothbrush, alkaline battery enclosed, bluetooth-enabled, in paper packaging",FALSE,,,,,,,,,,
920-00098,"CONSUMER GOOD, FLATS ASSY, 1X KBH",Other,barcode,92000098,"Quip, NYC Inc","CONSUMER GOOD, FLATS ASSY, 1X KBH",Each,inches,5.625,0.75,10.5,lbs,0.20,FEFO,6.52,7,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$1.59,"Kitted domestically, comprised of imported and domestic products",FALSE,,,,,,,,,,
920-00099,"CONSUMER GOOD, FLATS ASSY, 1X BBH",Other,barcode,92000099,"Quip, NYC Inc","CONSUMER GOOD, FLATS ASSY, 1X BBH",Each,inches,5.625,0.75,10.5,lbs,0.20,FEFO,1.87,7,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$1.76,"Kitted domestically, comprised of imported and domestic products",FALSE,,,,,,,,,,
920-00120,"CONSUMER GOOD, RETAIL, BRUSH HEAD REFILL V2",Other,barcode,92000120,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, BRUSH HEAD REFILL V2",Each,inches,3.7,1.8,6,lbs,0.20,FEFO,1.61,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$1.56,"Plastic toothbrush head, non-electric, in paper packaging",FALSE,,,,,,,,,,
920-00130,"CONSUMER GOOD, RETAIL SET, SMART-A, ALL PINK",UPC,UPC,857576008714,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, SMART-A, ALL PINK",Each,inches,3.7,1.8,9,lbs,0.34,FEFO,25.68,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$13.65,"Electric toothbrush, alkaline battery enclosed, bluetooth-enabled, in paper packaging",FALSE,,,,,,,,,,
920-00176,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, INDIGO",UPC,UPC,857576008936,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, INDIGO",Each,inches,3.7,1.8,9,lbs,0.34,FEFO,6.25,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$6.23,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00177,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, RUBY",UPC,UPC,857576008929,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, V3, RUBY",Each,inches,3.7,1.8,9,lbs,0.34,FEFO,6.28,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$6.23,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00193,"CONSUMER GOOD, RETAIL SET, TB, SMART, RECHARGE, ALL BLACK",UPC,UPC,810033470318,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TB, SMART, RECHARGE, ALL BLACK",Each,inches,3.7,1.8,9,lbs,0.39,FEFO,3.82,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$27.32,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled, in paper packaging",FALSE,,,,,,,,,,
920-00194,"CONSUMER GOOD, RETAIL SET, TB, SMART, RECHARGE, ALL PINK",UPC,UPC,810033470325,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TB, SMART, RECHARGE, ALL PINK",Each,inches,3.7,1.8,9,lbs,0.39,FEFO,3.58,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$27.26,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled, in paper packaging",FALSE,,,,,,,,,,
920-00196,"CONSUMER GOOD, RETAIL SET, TB, SMART, PLST, RECHARGE, SKY BL",UPC,UPC,810033470295,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TB, SMART, PLST, RECHARGE, SKY BL",Each,inches,3.7,1.8,9,lbs,0.38,FEFO,26.59,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$27.02,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled, in paper packaging",FALSE,,,,,,,,,,
920-00197,"CONSUMER GOOD, RETAIL SET, TB, SMART, PLST, RECHARGE, OC BL",UPC,UPC,810033470301,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TB, SMART, PLST, RECHARGE, OC BL",Each,inches,3.7,1.8,9,lbs,0.38,FEFO,5.15,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$22.65,"Electric toothbrush, NiMH battery enclosed, bluetooth-enabled, in paper packaging",FALSE,,,,,,,,,,
920-00198,"CONSUMER GOOD, RETAIL SET, TB, PLASTIC, RECHARGE, MIDNIGHT",UPC,UPC,810033470004,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TB, PLASTIC, RECHARGE, MIDNIGHT",Each,inches,3.7,1.8,9,lbs,0.38,FEFO,14.18,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$14.53,"Electric toothbrush, NiMH battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00199,"CONSUMER GOOD, RETAIL SET, WATER FLOSSER, ALL BLACK",UPC,UPC,810033470240,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, WATER FLOSSER, ALL BLACK",Each,inches,3.7,1.8,9,lbs,0.917,FEFO,28.05,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$26.86,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00201,"CONSUMER GOOD, RETAIL SET, WATER FLOSSER, PL WHITE",UPC,UPC,810033470271,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, WATER FLOSSER, PL WHITE",Each,inches,3.7,1.8,9,lbs,0.917,FEFO,24.64,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$27.31,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00202,"CONSUMER GOOD, RETAIL SET, WATER FLOSSER, CP",UPC,UPC,810033470288,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, WATER FLOSSER, CP",Each,inches,3.7,1.8,9,lbs,0.917,FEFO,28.67,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$30.47,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00210,"CONSUMER GOOD, RETAIL SET, WATER FLOSSER, PL SKY BLUE",UPC,UPC,810033470257,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, WATER FLOSSER, PL SKY BLUE",Each,inches,3.7,1.8,9,lbs,0.917,FEFO,25.4,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$24.23,"Electric water flosser, Li-ion battery enclosed, in paper packaging",TRUE,Lithium Ion Batteries contained in equipment (including lithium ion polymer batteries),9,3481,II,"Sea, Air, Ground",FALSE,TRUE,2.2,Installed,1
920-00241,"CONSUMER GOOD, RETAIL, 2X BRUSH HEAD REFILL",UPC,UPC,810033470431,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, 2X BRUSH HEAD REFILL",Each,inches,3.7,1.8,6,lbs,0.20,FEFO,2.03,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$1.98,"Plastic toothbrush head, non-electric, in paper packaging, Qty 2",FALSE,,,,,,,,,,
920-00245,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, PL LAVENDER",UPC,UPC,810033470455,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, PL LAVENDER",Each,inches,3.7,1.8,9,lbs,0.32,FEFO,4.81,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,TH,$5.02,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00251,"CONSUMER GOOD, RETAIL SET, WATER FLOSSER, MIDNIGHT",UPC,UPC,810033470523,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, WATER FLOSSER, MIDNIGHT",Each,inches,3.7,1.8,9,lbs,0.917,FEFO,25.77,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8424.89.9000,TH,$25.17,"Electric water flosser, Li-ion battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00252,"CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, GAIR, PLASTIC CHARCOAL 2023",UPC,UPC,810033470530,"Quip, NYC Inc","CONSUMER GOOD, RETAIL SET, TOOTHBRUSH, GAIR, PLASTIC CHARCOAL 2023",Each,inches,3.7,1.8,9,lbs,0.32,FEFO,5.03,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.06,"Electric toothbrush, alkaline battery enclosed, in paper packaging",FALSE,,,,,,,,,,
920-00257,"CONSUMER GOOD, RETAIL, 3X BRUSH HEAD REFILL",UPC,UPC,810033470684,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, 3X BRUSH HEAD REFILL",Each,inches,6.25,0.75,8.5,lbs,0.20,FEFO,2.4,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$1.67,"Plastic toothbrush head, non-electric, in paper packaging, Qty 3",FALSE,,,,,,,,,,
920-00258,"CONSUMER GOOD, RETAIL, KIDS, 3X BRUSH HEAD REFILL",UPC,UPC,810033470691,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, KIDS, 3X BRUSH HEAD REFILL",Each,inches,6.25,0.75,8.5,lbs,0.20,FEFO,2.4,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,9603.21.0000,US,$2.05,"Plastic toothbrush head, non-electric, in paper packaging, Qty 3",FALSE,,,,,,,,,,
920-00261,"CONSUMER GOOD, RETAIL, TOOTHBRUSH, GAIR, SUNSET",UPC,UPC,810033470721,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, TOOTHBRUSH, GAIR, SUNSET",Each,inches,3.7,1.8,9,lbs,0.34,FEFO,6.41,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$5.14,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
920-00263,"CONSUMER GOOD, RETAIL, TOOTHBRUSH, KIDS, GITD GREEN",UPC,UPC,810033470745,"Quip, NYC Inc","CONSUMER GOOD, RETAIL, TOOTHBRUSH, KIDS, GITD GREEN",Each,inches,3.7,1.8,9,lbs,0.41,FEFO,6.13,30,,TRUE,TRUE,FALSE,FALSE,International,TRUE,4,Week(s) of supply,8509.80.5045,CN,$6.13,"Electric toothbrush, alkaline battery enclosed",FALSE,,,,,,,,,,
